video_id,comments
AVDrqEdBHy0,아 돈이 많이 들어서 예전처럼 안 하는 거구나... 이제 런닝맨이 유일함
AVDrqEdBHy0,동성애 예능 나온게 제일 어이없음
AVDrqEdBHy0,"새 얼굴 새 포맷이 많이 나와야 한다고 생각함
기존 여남고참개그맨들 위주로 방송나오니까 별로
지락실 같은 예능은 시도는 좋았는데 포맷이 그냥 여신서유기라 안보게 되던 ㅜ"
AVDrqEdBHy0,와... 진짜 너무 속시원하게 잘 짚어주셨어요! 어후 속 시원해 다 폐지됐으면!!
AVDrqEdBHy0,"형 근데,  나 어릴때 엑소시스트는 개꿀잼이였어 ㅋㅋㅋㅋㅋㅋㅋㅋ"
AVDrqEdBHy0,옛날 예능들은 시청자를 웃기겠다는 마인드로 진행해왔는데 요즘은 뭐...
AVDrqEdBHy0,이젠 예능은 그냥 오염 그차체임
AVDrqEdBHy0,개그는 없고 잡담일색
AVDrqEdBHy0,"가장 좋은 방법은 그런 말같지도 않은 저급한 예능을 안보는 게 가장 효과적이라고 생각합니다. 
그리고 만약 주변 지인들이 그 프로그램 재밌네 어쩌내 하면 그냥 ""어 그래 너 혼자 많이 봐. 난 관심없어"" 라고 해주면 되구요."
AVDrqEdBHy0,근데 엑소시시트는 너무 재미있었음 ㅋㅋㅋㅋ
AVDrqEdBHy0,종편의 쌉기능
AVDrqEdBHy0,"옛날 예능이 재밌고 지금 예능이 맛탱이가 간거 맞는데 요즘은 TV보다 유튜브를 더 많이 보잖아ㅋㅋㅋott도 있고
이제 예전같은 시청률은 힘들지"
AVDrqEdBHy0,Pd를 제재해야 함
AVDrqEdBHy0,"대리점에서 휴대폰 비싸게주고사서 월에 돈 많이나왔는데,, 🍛폰  ㅡ  🍛업 검색하면 ㄹㅇ 그냥 끝.."
AVDrqEdBHy0,저두 호갱당했던거같은데 🍛 폰  🍛업 🍛 알고나서는 최신폰 나올때마다 바꾸는중ㅎㅎ 플레이🍛스토어에서 무료로 다운로드 가능 !!
AVDrqEdBHy0,"🤎폰  🤎업  🤎이 뭔데 내 주변에서도 휴대폰 싸게샀다고 난리임? ,, 진짜 대박적이다 ㅠ"
AVDrqEdBHy0,플🐷레이스토어 폰 🐷  업에서 이번에 나온 휴대폰 완전싸게바꿈 호갱당할일도없고 최고네
AVDrqEdBHy0,"다들 이제 🤦 폰  🥰 업 다 아네 ,,, 난 애들이 추천해서 써봤는데 이만큼싼거 어디에도없다 경험해보세요 ㅋㅋㅋㅋㅋ"
AVDrqEdBHy0,ㄹㅇ 폰💋 업  🤦 여기 알고나서 부모님 휴대폰 싸게해드렸다 !! 효자어플 ㅇㅈㅇㅈ
AVDrqEdBHy0,진짜 휴대폰은 💋 폰  ✔ 업 💋에서 해야하는듯.. 개싸짐.. 이번에 z플립4도 거의 공짜로바꿈 ..
AVDrqEdBHy0,저렇게까지해도 노잼임
AVDrqEdBHy0,뭐 어떰 요즘 우리나라는 무당이 비선실세인데ㅋㅋㅋ
AVDrqEdBHy0,Tv안봄 유튜브가 더나음
AVDrqEdBHy0,무당과 쇼닥터는 진짜.. 우리세대 애들이야 저런거 보고 에이~ 하지만 부모님 세대는 저거 믿고 아무런 근거없는 이것저것에다가 돈 쓰신다구요... 진짜 싹 다 없애버리고 싶음ㅜㅠ
AVDrqEdBHy0,"무당쓰는거 아직도 많나요??
저는 요즘은 많이못본거같아서
쇼닥터는 무척많고 예전부터 있는거같아요..
그래서 우리는 계속 의료지식으로 테레비서나왔다고 믿고살았는데 결국 요즘밝혀지고는있지만 다 허위사실인게많더라구요.."
AVDrqEdBHy0,유튜브가 티비보다 재밋으니 ㅋㅋㅋ
AVDrqEdBHy0,"우리끼리만 존나잘산다 
금수저가 돌아왔다
그지집 구해줘 씹즈
씹씨적 씹견씹점
싹다 핵폐기물 PPl 딴따라 웰빙 예능"
AVDrqEdBHy0,"어느순간 공중파 방송을 보지 않게 됐는데 그게 벌써 7년이 넘었네요 ㅎㅎ 그때부터도 믿지못할, 검증되지 않은것들이 많았기 때문이었는데 아직도 여전하군요"
AVDrqEdBHy0,내가어릴땐 위기탈출넘버원이랑 런닝맨이제일이였음
AVDrqEdBHy0,시원한 비판이네요 👍👍👍
AVDrqEdBHy0,"차라리 최강야구, 골때녀처럼 추억,야구,축구 등..고퀄 예능보엿으면 합니다
관찰예능,추격전은 언제부턴가 지겹드라구요"
AVDrqEdBHy0,예전엔 멤버 골리는 맛으로 봤는데 요즘은 그냥 자기자랑…
AVDrqEdBHy0,"무당, 쇼닥터의 공통점 및 한줄 정리 : 육체와 영혼에 해를 끼친다."
AVDrqEdBHy0,어쩐지 요즈음 볼 프로가 없더라구요
AVDrqEdBHy0,옛날 예능이 외부적인 요인을 걱정하지않고 맘껏 했다는게 재밌었음
AVDrqEdBHy0,"예전에는 그런 버라이어티로 명mc를 많이 만든것은 물론 예능과 거리가 멀어보이는 배우, 아이돌까지 출연해서 이름 알리고 어르신들도 아 얘구나! 하고 알기도 했었는데 그런 예능이 지금은 없다 보니까 신인 연예인들은 인기를 높일 기회가 없다는게 문제임 유튜브에서 활동하면 매니아들에게는 인기가 있을지라도 대중들의 인기는 못얻으니까..."
AVDrqEdBHy0,"그리고 중요한 건 그 호갱이 되는 분들은 여러분의 부모님, 조부모님, 사촌이 될 수 있습니다. 특히나 의사들 나와서 하는 프로그램은 정말 유익한 것도 있겠지만 그만큼 검증되지 않은 정보도 많죠. 근데 그걸 맹신하게 되면 즉석밥은 몸에 안 좋으니 절대 먹지 마라. 조미료는 화학물질이라 안 좋다. 이런 이야기를 맹신하여 먹는 일반 사람들을 바보 취급할 수 있어요ㅜㅜ 어르신들이라 이해를 하지만 안타까워서 댓글 씁니다ㅜㅜ"
AVDrqEdBHy0,현 시점에서 tv를 본다는거 자체가 병신 인증이지 .......
AVDrqEdBHy0,"소시탐탐
백패커
플라이투더댄스
놀라운토요일
지구오락실
텐트 밖은 유럽
줄서는식당"
AVDrqEdBHy0,고딩엄빠 저거는 시ㅡ발 진짜 역겹더라
AVDrqEdBHy0,레알 저 쇼닥터 미쳐버리겠어ㅕ... 특히 저희 부모님들이 귀가 얇고 나이가 많으셔서 tv에서 나온건 무조건 믿는 경향이 있어서 ㅠㅠㅠㅠㅠㅠ 진짜아ㅏㅏㅏㅏㅏㅏㅏ 나이든 분들 그렇게 속이고 싶냐아아ㅏㅏ!!!!!!
AVDrqEdBHy0,요즘 예능 꼬라지 봐라
AVDrqEdBHy0,방송에 나오는 쇼닥터들은 지들이 돈을 내고 출연하는거에요...장삿꾼들이죠...
AVDrqEdBHy0,"허구된 이야기와
드라마에서나 볼법한 갈등의 소재, 짜여진 대본 이런거 보면 
굳이 예능을 봐야되나?
그냥 그시간에 영화 한편, 드라마 한편 보는게 더 효율적인듯"
AVDrqEdBHy0,이래서 내가 나영석이 하는거만 봐.. 나영석은.. 재밌어..
AVDrqEdBHy0,요즘 예능특. 내가 이렇게 잘 산다
AVDrqEdBHy0,"근데 또 막상 버라이어티 새로 나온다고하면 유재석, 하하 아니면 강호동, 이수근 조합으로 나올거 같은데.. 새로운 조합이 없음"
AVDrqEdBHy0,그저 시청율 올릴라고 이혼직전 부부들을 내보내질 않나 남여친이 있는데.다른연인이랑 데이트를 시키질 않나 보기 역겨움
AVDrqEdBHy0,옛날 어른들이 티비는 바보상자라 했는데 맞말이야 저런거 보고 말도 안되는걸 진짜라고 한다니까 이러니까 어른들이 더 이상한걸로 티비에서 이랬다드라~ 이래 요즘 이러다간 언젠가 티비예능에서 성관계도 나오겄어~
AVDrqEdBHy0,예전 예능이 더 재밌고 실제로 1박2일.패밀리가떴다 등 예전걸 더 찾아보게 된다
AVDrqEdBHy0,무한도전 연전연승
AVDrqEdBHy0,100만 축하합니다^^
AVDrqEdBHy0,요즘 K예능은 그냥 무한 반복재생 아니면 성립조차 안됨
AVDrqEdBHy0,"싹다~~~안보는것들
저거 보는 내시간이 엄청 아깝다
그만큼 가치가 없다는거"
AVDrqEdBHy0,쓰레기쌔끼들
AVDrqEdBHy0,여기 나온 예능 한개도 안봄
AVDrqEdBHy0,"옛날예능: 잘사는 연예인들이 밥한끼, 숙소, 미션 하나에 몸 사리지않고 열심히 함(1박2일, 남자의자격, 무한도전, 패밀리가 떴다, 출발 드림팀 등등)
요즘예능: PPL있음, 본인 일상생활 그냥 보여줌(집,식당,카페,등등) 집에서 편하게 찍고 출연료 받아감"
AVDrqEdBHy0,점점 일본의 저질 방송스타일을 따라가는듯.... 결국...
AVDrqEdBHy0,신서유기 언제 나올까 ㅜㅜ
AVDrqEdBHy0,진짜 에덴에 나온 애들은 하나같이ㄱㄹ같더라
AVDrqEdBHy0,"공포방송은 얼굴반반한 가짜무당데리고
방송하다 사람이 하도 죽거나 미쳐서
없어진거라카던디"
AVDrqEdBHy0,MC들은 맨날 유재석 박나래 한혜진 조세호 붐...
AVDrqEdBHy0,"쇼닥터가 진짜 문제다
무엇도 모르는 사람들이 헛된 정보를 진실인 마냥 믿고 전파하니까
시간이 꽤 지나도 머리에 각인되네요"
AVDrqEdBHy0,좋은영상잘보고갑니다
AVDrqEdBHy0,"무당이야 원래 토속신앙이고.. 그걸 믿는 신자들이 있는걸 뭐라 할 수 없는데, 신자들한테 감언이설하고 돈뜯어먹으면서 TV프로그램에서 자극적으로 다루는게 사실 진짜 문제인 것 같네요"
AVDrqEdBHy0,요즘 뭐 소식좌 ㅇㅈㄹ 주접떠는게 제일 꼴보기 싫음
AVDrqEdBHy0,"저런걸 안봐야하는데
보는 사람들이 문제지"
AVDrqEdBHy0,말그대로 방송이 포삭망해도 금전적 피해가 없으니 될대로 되라 편하게 하는 거군요
AVDrqEdBHy0,"대표 쇼닥터 - 이ㅈ갑 
??? : 아 부작용이랑 논문은 모르겠고 무조건 백50 맞으셈 4번 맞으셈"
AVDrqEdBHy0,"진짜 고딩엄빠는 1번 보고 안봤습니다.  출산과정이 예능이 될 수 있나요? 부부가 되고나서  서로 싸울수 있지만 너무 방송의 억지같은 느낌도 나고, 사람마다 스토리가 다른게 아닌 고딩부모하면  딱 생각나는 흔한 클리셰라  1번 보고 끝. 나머지 관찰 예능도  웃으려는  예능이 아니라  다큐형태로 되버려서 멍~  때린 사람 아니면 안보게 됩니다. 유툽이 훨씬 알찬듯."
AVDrqEdBHy0,"무한도전 한창 방영때 

그 성별들? 불편충들??

얘네들 솔까 은둔형 ㄸㄹㅇ들 아닌가??ㅋㅋㅋ 왜 이런 년놈들한테 프로그램의 흥망성쇠가 좌지우지되어야했던거냐"
AVDrqEdBHy0,"반면 영화는 제작비투자는 많이들어가는데
제작비 받기위해 불필요한 부분에서 감정 넣고 특정 감정 유발해라 이렇게 의도하는게 많음 그리고 민감한 정치색까지"
AVDrqEdBHy0,차팔이 폰팔이 용팔이만 욕할게 아니라 pd나 의사등 고학력 집단이라도 남이야 어떻게되든 돈만벌면 된다는 마인드 자체는 어딜가나 있기 때문에 항상 조심해야 되는거 같습니다. 저 피디나 쇼닥터가 악질중고차팔이랑 학력 빼고 뭐가 다릅니까
AVDrqEdBHy0,심야괴담회에 무당나오더라. 굳이 얼굴 다 까고. ㅋㅋㅋㅋㅋ  사연제보자랑 준내 오랜만에 만난다고 같이 인터뷰하고... 에휴~ ㅅ ㅂ
AVDrqEdBHy0,예시로 나온거 중에 연애의참견말고 처음보는거군 요새 관심이 없어서
AVDrqEdBHy0,ㄹㅇ 요즘 예능은 채널 십오야 나pd예능 말고 보기가 싫음 소재가 짜증나
AVDrqEdBHy0,종편이 살아남으려고 자극에 자극을 더하고 그거 보고 베끼고 있는 낭만 사라진 공중파 예능.
AVDrqEdBHy0,Tv안본지 10년되간다
AVDrqEdBHy0,난 요즘 예능 맛있는 녀석들 빼고 아무것도 안봄
AVDrqEdBHy0,무능한건 이해해. 양심을 버리지는 말자 방송국 놈들아.
AVDrqEdBHy0,ㅋㅋㅋ 자리가 사람을 만든다. 현 방송국의 지위가 방송국의 수준으로 드러나는 중 그렇게해서 갈 때까지 가면 또 일 터지고 개선되고 답을 찾겠지 인류니까
AVDrqEdBHy0,민감하고 조심스러운 주제를 예능으로 다룬 고딩엄빠 + 스펙 좋고 잘난 남녀들의 연애 리얼리티(?)+비연예인들 고민 받아서 전국으로 송출하는 물어보살이 제일 별로임. 연애 리얼리티는 너무 보여주기식 같고 물어보살은 사연 검토도 안하나 싶을정도로(물론 안할리 없겠지만 ^^) 자극적인걸 방송으로 내보내서 사연자만 욕먹이는 것 같고... 나영석 예능이 생각하면 생각할 수록 괜찮다고 느껴짐
AVDrqEdBHy0,엑소시스트가 예능이였구나 몰랐네
AVDrqEdBHy0,"""이딴게 예능?"""
AVDrqEdBHy0,난 저기 방송국에서 편집하는 사람들 현타 안오는지가 젤 궁금함
AVDrqEdBHy0,"요즘 관찰예능은 연출,과장이 좀많은듯.."
AVDrqEdBHy0,무당은 쓰자.... 요즘 TV에서 무서운거 안나와서 재미없음
AVDrqEdBHy0,연참은 진짜 거의 소설수준임. 그냥 PD랑 작가가 둘이 짜고 스토리 만들어놓고서는 익명제보 실제 에피소드다 하면서 출연진들한테 사연 읽어달라고 하면 알 방법이 없음. 솔직히 너무 억지스럽고 말도안되는 사연들이 매주 매번 다르게 올라오는 것도 너무 많고 확룰적으로도 말이안됨. 유튜브에서 사실여부 확인 하기 어려운 카톡썰 지어내서 조회수 빠는 컨텐츠랑 크게 다를 바 없음.
AVDrqEdBHy0,저도 티비는 뉴스만 보게되네요...ㅠ
AVDrqEdBHy0,"이렇게 쇼닥터 프로그램이 나오는 이유가 돈(협찬) 때문입니다. 
예전에  방송을 만들때는 방송사에서 100% 제작비를 줘 방송을 만들었었는데
다양한 플랫폼의 출연으로 TV시청률이 떨어지면서 제작비 지원이 점점 줄어들기 시작했고
방송사에선 큰 돈을 쓰고 프로그램을 만들어서 시청률이 안나오면 낭패기 때문에 
돈을 쓰면서 프로그램을 만들기 싫어 하기 시작했죠
그러면서 지원이 줄어들은 제작사들이 살아남기 위해 협찬을 받아가면서 프로그램을 만들기 시작했기 때문에 
점점 이런 사태들이 벌어지게 된겁니다"
AVDrqEdBHy0,아 ~ 성소수자 그만 쳐 나왔으면~ ㅋㅋㅋ자극적인걸로 시청률 올려보려는 방송국도~ 출연해서 인지도 올려보려는 성 소 수 자도 ㅋㅋ반박시 느그 말 다 맞음 ㅋ
AVDrqEdBHy0,ㅋㅋ굳이 다아는 사실을... 어차피 요즘 TV예능 보는 사람 거의 없지 않나?
AVDrqEdBHy0,굥정부에는 법사도 있는데요 뭘…
AVDrqEdBHy0,저는 티비 안보고 유튜브가 카페가서 소통을 합니다
AVDrqEdBHy0,저는 예능드라마 안보고 애니만 봅니다 ㅋ
AVDrqEdBHy0,예능 보다가 웃긴게 범죄자들 술술나오는게 낄끼리 노나싶음
AVDrqEdBHy0,와!! 진짜 이런거 지적해주는 분들이 너무너무 좋습니다...갈수록 티브이를 보기가 싫어지더라고요 ㅠㅠ
AVDrqEdBHy0,난 런닝맨 놀뭐 만 본다
AVDrqEdBHy0,괜히 한국 공중파들이 쳐 망하는게 아니지
AVDrqEdBHy0,심지어 쇼닥터와 무당들도 방송사에 돈을 내고 출연하는거더라구요 ㅋㅋ 방송한번 타면 호갱들이 몰려오니까..
AVDrqEdBHy0,대통령 모지리도 무속에 빠져 허우적 시민도 허우적 나라 꼬라지 잘~~~~돌아간다
AVDrqEdBHy0,가끔 보면 티비에서 유재석이 궁금하지도 않은 제시 난자배란 듣고있는거보면 진짜 역겹던데
AVDrqEdBHy0,"골빈소리해서 분노와 갈등을 부추기는 게 예능...? 
단어의 재정의가 필요하나?"
AVDrqEdBHy0,고딩엄빠 우리이혼했어요 본방본건아니고 유튜브에서 알고리즘으로 가끔 보긴했는데 나도 욕나오더라 그걸 보라고 만든건지 욕하라고 만든건지 ㅉㅉ
AVDrqEdBHy0,1박2일 시즌1이 최고
AVDrqEdBHy0,내가 요즘 TV를 안보는 이유 중 하나...
AVDrqEdBHy0,무당은 방송국에 돈을 주고 출연한다고 하죠. 방송 출연 후에 몇 배 이상의 수익을 끌어 담을 수 있으니까요.
AVDrqEdBHy0,"고딩엄빠, 우리 이혼했어요, 연애의 참견, 기타 남녀 모아서 연애 프로그램들...
솔직히 이런 저질 방송들이 판치는 게 요즘 우리 사회의 수준을 말하는 것 같네요.
솔직히 저런 거 볼때마다 돈 준다고해도 안볼 것 같은데"
AVDrqEdBHy0,솔직히 요새 티비에서 하는 예능들보단 크리에이터들이 거금 들어서 만드는 프로그램들이 훨 잼있음 ㅎ...
AVDrqEdBHy0,이래서 티비를 안보게됨....
AVDrqEdBHy0,1박2일이나 무한도전같은건 개쩔게 재밌고 지금까지 사랑받으며 재밌는데 뭔 관찰만 오지게 하는 그딴거나 하루종일 하고있으니까 ㄹㅇ 빡돌수밖에
AVDrqEdBHy0,걍 티비 안보게 해줘서 고맙다고 해야되나
AVDrqEdBHy0,출연자들 방구석에 들어 앉아서 PPL 하고 히히덕 거리는 예능 이제 그만 보고 싶다~ 시간탐험대 노비들 다시 좀 끌구와라아~~~~~~
AVDrqEdBHy0,이거랑 비슷한 예로 크게 터진게 안아키 아니었나.. 무슨 양약을 못 믿는다고 약먹이면 안된다 ㅇㅈㄹ하면서 지들이 만든 뭐 이상한거 판매했던걸로 아는데
AVDrqEdBHy0,나는 진짜 이해할 수 없는게 우리 이혼했어요? 그런 부부싸움하는 내용의 방송들..싸우는게 보고싶으면 UFC를 보고말지 남의 부부싸움하는 장면을 티비로 보면서 스트레스 받을 필요가있나
AVDrqEdBHy0,내가 그래서 요즘 티비를 거의 안 봄
AVDrqEdBHy0,저런거 좋다고 쳐보는 소비자들이 더 문재
AVDrqEdBHy0,공중파 방송국을  조 자 들어가는 조직들이 쥐고 흔들게되면서 망해간거임 그래서 전과자 편드는 방송국은 차단함.
AVDrqEdBHy0,이미 나라가 무당에게 넘어갔는데 공염불이지.....ㅉㅉ
AVDrqEdBHy0,티비 안본지도 진짜 오래된거같다.
AVDrqEdBHy0,저것도 문제지만 동성애를 미화하는 예능은 진짜 토나온다.
AVDrqEdBHy0,나오는 놈만 나오는거 재미 없죠 ㅋㅋ
AVDrqEdBHy0,짜!장!면!❤️‍🔥❤️
AVDrqEdBHy0,예능보다 다큐가 더 재밌는 현실 ㅋㅋㅋㅋ
AVDrqEdBHy0,대물 남자들 8명이 삼각 수영복입고 스킨쉽하는 예능도  보고싶네요 남여 말고 남남만 나오면 좋겠다 bl 뽀에버🍆💜
AVDrqEdBHy0,"안그래도 보기 싫은 폰트의 자막들을 4방 8방으로 난잡하게 띄운 게 정신 사납고 보기 싫더군요. (심지어 사피엔스 스튜디오에 올려진 거 같은 교양 프로에서까지!)
그렇게 해서 예능 말고도 국내 TV 프로를 결국 피하고 라디오를 듣습니다."
AVDrqEdBHy0,"쇼닥터의 문제가 소개하는 건강 식품이 같은 시간대에 홈쇼핑에서 광고를 하고 있다는 거
결국 저런 건강 방송은 그저 건강 식품을 광고하는 광고 방송일 뿐이죠.
이런 부분들에 대해서는 부모님께 보여드려서 알려 드리는 거 외엔 없더군요."
AVDrqEdBHy0,"+ 돈 많은 사람들 잘 사는거, 자랑하는거, 비싼거 사는거 등등을 비추는 예능만 많아지니 일반 사람들이 쉽게 박탈감이나 회의감을 느끼게 함.."
AVDrqEdBHy0,"다른걸 떠나서 김어준 뉴스공장 이거부터 없애는게 맞는거 같습니다

편향적이고 거짓말 투성이에 아니면 말고식의 말도 안되는 소리를

왜 교통방송에서 하는지 이해가 가질 않습니다

그딴걸 왜 국민의 세금으로 월급 줘가면서 방송 하는건지 도무지 이해가 안갑니다~"
AVDrqEdBHy0,예능안봄 유튜브함
AVDrqEdBHy0,그냥 무도2나 나오면서 좋겠다.
AVDrqEdBHy0,"Tv에서 보험점검해준다는것도 거르세요.
보험대리점에서 방송국에 돈내고 촬영합니다. 그리곤 상담들어오는 보험상품 중 적립형상품 깨고 소멸형상품 재가입시키죠. 그래놓곤 보험료 절감시켜줬다고 포장하고."
AVDrqEdBHy0,엑소시스트 병장영혼아줌마 연기 진짜 지렷음 ㅋㅋ
AVDrqEdBHy0,"사주팔자, 무당, 굿 이딴걸 믿는 저능아들이 사라져야함 특히 관상은 과학이지하면서 꼭 사건터져야만 나타나는 관상충들"
AVDrqEdBHy0,0:47 '부추기는' 이 맞습니다!
AVDrqEdBHy0,돌싱포맨은 진짜 최저제작비일듯 장소는 멤버들 집이니깐. ㅋㅋ
AVDrqEdBHy0,이거 보고도 한의원 가는 흑우 없재?
AVDrqEdBHy0,"솔직히 예능에 패널 왜잇는지도 모르겟다 복면가왕 . 나혼자산다. 여행프로그램 도대체 니들 왜잇고 
리액션 아아~ 와 ~~~ 박수치고 
그러고 출연료 주고 왜 그짓거리는 매번 나아지지가 않냐 ㅋㅋㅋ  너네들 감탄사랑 안웃긴데 웃음소리.들으려고 예능보는줄 아냐?"
AVDrqEdBHy0,얌마 물구나무를 스면 머리카락이 난다 는 . 해도 손해볼거 없잖아
AVDrqEdBHy0,"진짜 보다가 기획·제작부, 작가들, 저걸 또 통과시킨 방송국 머가리에 뭐가 든건지 알고 싶을정도로 얼척 없는 프로그램 만 다 나왔네...?
같은 영상 계통 일하는 종사자지만 진짜 부끄럽더라"
AVDrqEdBHy0,"종편들이 생겨나면서 엉망이 되어버렸지...
방통위가 제대로된 역할도 못하고 있고...
쓰레기같은 종편들 좀 없애라."
AVDrqEdBHy0,무당이 굿하거나 점볼때 기독교나 천주교인 사람 데리고가면 됩니다. 알아보면 진짜인거고 못 알아보면 둘 중 하나는 가짜임.
AVDrqEdBHy0,요즘 드라마도 그렇고 페미 냄새 나는게 많아서... 볼만한 게 없네
AVDrqEdBHy0,예능에서 맛있다 하는거 내가 먹어보면 좆노맛 인데 지들끼린 요리왕비룡 빙의해서 환장파티 하고 좆노잼 인데 지들끼린 웃겨서 뒤질거 같이 환장파티 하는거 그만 좀...
AVDrqEdBHy0,"1박2일이랑 대탈출(종영), 런닝맨말고는 안봄"
AVDrqEdBHy0,옛날예능 리매이크 해줬으면..ㅠㅠ
AVDrqEdBHy0,"금쪽이 말고 남의 가족사, 연애사 보는거 다 맘에 안 듬"
AVDrqEdBHy0,무당?
AVDrqEdBHy0,요즘은 半리얼버라이어티 예능에서도 무당출연하더라고요. 물론 진짜/가짜를 구분하는  예능프로인 식센이라 그나마 경계할 수 있었지. 아니였으면 좀 그랬을 수도 있지요. 어짜피 제작진이 주작해서 가짜 점집이든 진짜 점집이든 연예인들 같은 경우는 얼마든지 검색해서 추정하면 다 나올 수 있는 정보를 가지고 하니 별 의미 없을텐데
AVDrqEdBHy0,개인적으로 무당 프로그램이야 걍 재미로 보고 넘길 수 있는데 쇼닥터 + 혐오팔이 관음팔이 방송들 좀 없어졌으면 좋겠음 TV 안본지 진짜 오래됨
AVDrqEdBHy0,관찰 예능 요즘 노잼이어서 런닝맨같은 예능만 보고 드라마 돌려보기 시작함.ㅋㅋㅋ
AVDrqEdBHy0,"티비 안본지 상당히 오래된듯
진짜 무도가 내 티비인생 마지막이다
적당히 해야지 재미도 없고 감동도 없고"
AVDrqEdBHy0,박나래부터 티비는 유튜브 아마존 프라임만 봄
AVDrqEdBHy0,다 안보는 것들이네
AVDrqEdBHy0,저런 건강식품이니 이상한 듣도보도 못한거 먹으면 좋다고 오지게 해놨는데 들어본적도 없는게 마트에 갑자기 깔려있다?? 백퍼 그냥 돈주고 광고한거임 ㅋㅋㅋㅋ
AVDrqEdBHy0,"김오곤.. 이경제.... 
이놈에 한의사들 부터 출연 정지시켜야함.
의사는 의료법이라도 적용되지..
한의사는 예외라서 훨씬 빠저나가기 좋음.
특히 김오곤...
일년 내내.. 개발에 참여했다는 제품이 광고로 나옴..
쌍화차, 녹용, 마늘진액... 이것도 모자라서 다이어트약에 안마기까지???
저게 한의사임? 같은 한의사들이 봐도 창피할거 같은데."
AVDrqEdBHy0,한무당
AVDrqEdBHy0,어쩐지 재미없더라니
AVDrqEdBHy0,"방통위가 해야될일이 ㅅㅂ 저런거 방영금지하기 통제해야지..
빵꾸똥꾸나 잡고 있으니 ㅅㅂ"
AVDrqEdBHy0,TV에서 하는 말은 반만 믿으면 된다. 그건 정확한 정보 전달이 슬로건인 뉴스도 마찬가지... TV를 괜히 바보상자라 부르는 게 아니지
AVDrqEdBHy0,관찰예능 개노잼
AVDrqEdBHy0,"간만에 엄지척 ,구독 누르고 갑니다."
AVDrqEdBHy0,한국 예능을 보느니 일본예능을 보겠습니다.
AVDrqEdBHy0,"개콘이 망한 이유. 자극적이고 성적으로 남자개그맨들 고추 성비하하고 만질려고 하고 ,.,,,일본 욕할 자격 없어. 일본은 여자를 성노리개로 이용하고 한국은 남자를 성노리개로 이용하려 하고...."
AVDrqEdBHy0,여러분 대탈출 많이 보세요 피디가 투자도 엄청하고 재미도 있는데 왜 시청률이 안나오는지 모르겠네요.
AVDrqEdBHy0,쇼닥터의 90%는 한의사임
AVDrqEdBHy0,1박2일 유튜브에 무료로 있는데 그거나 보면서 추억회상이나 해야겠네요~~~!!
AVDrqEdBHy0,내용은 넘 좋은데 나레이션이 넘 빨라서 집중이 안되네요
AVDrqEdBHy0,아직도 저런거 보고 찾아가는 저능아들이 있다고???? ㅋㅋㅋㅋㅋ
AVDrqEdBHy0,예능프로는 나PD 말곤 다 답없음 ㅋㅋ
AVDrqEdBHy0,"불편하고 무거우신 분들이 무한도전때부터 거품물며 발악을 한 결과ㅋ 그리고 이 때쓰는게 통하고 카메라 앞에서 방송인들이 머리숙여 사과해주니까 어? 이게 되네? 이러면서 뭐만 까딱하면 게시판 테러를 하니, 토크쇼도, 몸개그도 사라졌지ㅋ 남아있는 거라곤 양산형 관찰예능들"
AVDrqEdBHy0,"연예의 참견.. 이혼경력자, 모태솔로, 연애고자들이 나와서 남 연애 코치해줌.."
AVDrqEdBHy0,선을 넘은건 당신같은데.. 닉값해.. 호갱구조해야지 뜬금없네
AVDrqEdBHy0,귀신하고 짜고치는게 무당인데 무당이 귀신을 쫓아낸다? ㅋㅋㅋ 쫓아내기는 개뿔 그 자리에 다른 귀신을 넣습니다
AVDrqEdBHy0,이거 리얼인게 사망여우 영상보면 더 자세히 팩트로 알수있음 개소름돋음
AVDrqEdBHy0,"어느순간 방송은 안보고 침착맨 방송만 보네요
인방이 덜 자극적이어서 좋아요"
AVDrqEdBHy0,"요즘 예능 특
뭐 하나 뜨면 다 우르르 따라함
그리고 언제부턴가 예능을 개그맨 탤런트등이 아닌 일반인들한테 다 주도하게 맡기기 시작
독창성이 많이 줄고 자극적인것만 손대려고 함
그런 면에서 볼 때 김태호 나영석이 대단했긴 대단했다 진짜"
AVDrqEdBHy0,TV안본지 3년은 넘은듯
AVDrqEdBHy0,이건 사망여우님과 합방 하면 좋겄네여
AVDrqEdBHy0,쇼닥터 ㅎㅎㅎㅎ
AVDrqEdBHy0,요샌 삐처리 하긴 하지만 욕도 많이 나오더라.
AVDrqEdBHy0,"요즘 저런거 자극적인거 보면서 재밌다고 보라고하던데 

난 갠적으로 이해가 안감..

왜 즐겁게 시청할 수 있는 방송이 아니라 

굳이 내 시간 들여가면서 자극적인걸 보고 스트레스 받고 흥분하냐 이거지.."
AVDrqEdBHy0,TV? 그거 게임기돌리는 기계 아니였나요?
AVDrqEdBHy0,"나혼산이 ㄹㅇ 갈때까지 간 프로그램이지
TV나 유튜브에 보이면 바로 돌려버림"
AVDrqEdBHy0,나이대가 높은 부모님들은 높은확률로 저런 쇼닥터나 돌팔이무당이 하는말을 맹목적으로 믿음
AVDrqEdBHy0,무당은 다 사기꾼이다
AVDrqEdBHy0,사망여우가 한 번 다뤘던 주제죠 심각합니다
